Info,Version=1.0.0,Template=fx_category_template_EBAY_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_ZYGARDE,139973,,6IV Zygarde Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/ZYGARDE.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>ZYGARDE 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_HEATRAN,139973,,6IV Heatran Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/HEATRAN.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>HEATRAN 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VIVILLON,139973,,6IV Vivillon Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VIVILLON.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VIVILLON 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_SHUPPET,139973,,6IV Shuppet Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/SHUPPET.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>SHUPPET 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_LATIAS,139973,,6IV Latias Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/LATIAS.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>LATIAS 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_LATIOS,139973,,6IV Latios Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/LATIOS.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>LATIOS 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_ZERAORA,139973,,6IV Zeraora Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/ZERAORA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>ZERAORA 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VIRIZION,139973,,6IV Virizion Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VIRIZION.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VIRIZION 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VOLCANION,139973,,6IV Volcanion Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VOLCANION.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VOLCANION 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_RAYQUAZA,139973,,6IV Rayquaza Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/RAYQUAZA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>RAYQUAZA 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_MARSHADOW,139973,,6IV Marshadow Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/MARSHADOW.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>MARSHADOW 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_MAGEARNA,139973,,6IV Magearna Legends ZA MEGA DIMENSION DLC (Legends Z-A) - CUSTOM OT,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/MAGEARNA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>MAGEARNA 6IV + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
